gameId,trialNum,condition,chatEnabled,playerId,name,text,participantAction,type,repNum,blockNum,time,roundID,numPlayers,conditionName,playerResponse,playerUtility,responseRawUtility,blinded
cK5bFKgBKPiq4oCki,0,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,NA,Minu selected yellow_12 for 7.33 point(s),selectionAlert,0,0,12.237,gkDrSjC8BKgvgqDMR,3,coopMulti,yellow_12,7.33333333333333,5,KeFzoZMJA8QdqxspA
cK5bFKgBKPiq4oCki,0,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,the dandelion-type is best for me,NA,message,0,0,36.136999856948854,gkDrSjC8BKgvgqDMR,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,0,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,Dense ball shape flower is good for me,NA,message,0,0,42.69599987220764,gkDrSjC8BKgvgqDMR,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,0,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,minu?,NA,message,0,0,49.15899993133545,gkDrSjC8BKgvgqDMR,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,0,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,the rose,NA,message,0,0,61.62899995994568,gkDrSjC8BKgvgqDMR,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,0,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,NA,Laju selected yellow_5 for 7.33 point(s),selectionAlert,0,0,62.64699984741211,gkDrSjC8BKgvgqDMR,3,coopMulti,yellow_5,7.33333333333333,6,KeFzoZMJA8QdqxspA
cK5bFKgBKPiq4oCki,0,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,NA,Repi selected yellow_8 for 7.33 point(s),selectionAlert,0,0,72.34200001907348,gkDrSjC8BKgvgqDMR,3,coopMulti,yellow_8,7.33333333333333,11,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,1,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,not sure what kind of flower it is but the droopy-ish one is best,NA,message,1,0,13.210999965667725,4pkp2Q5zSMZAK7eGS,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,1,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,has a bunch of grass behind it,NA,message,1,0,17.33899998664856,4pkp2Q5zSMZAK7eGS,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,1,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,ok,NA,message,1,0,20.999000072479248,4pkp2Q5zSMZAK7eGS,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,1,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,NA,Minu selected yellow_11 for 8 point(s),selectionAlert,1,0,22.875,4pkp2Q5zSMZAK7eGS,3,coopMulti,yellow_11,8,10,8764R4gkq9ZG4mYvr
cK5bFKgBKPiq4oCki,1,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,dandylion looks good to me,NA,message,1,0,41.01900005340576,4pkp2Q5zSMZAK7eGS,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,1,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,minu what did you choose?,NA,message,1,0,49.09100008010864,4pkp2Q5zSMZAK7eGS,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,1,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,yeah the droopy one,NA,message,1,0,59.48900008201599,4pkp2Q5zSMZAK7eGS,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,1,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,alright,NA,message,1,0,60.373000144958496,4pkp2Q5zSMZAK7eGS,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,1,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,NA,Repi selected yellow_5 for 8 point(s),selectionAlert,1,0,64.95600008964539,4pkp2Q5zSMZAK7eGS,3,coopMulti,yellow_5,8,9,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,1,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,NA,Laju selected yellow_4 for 8 point(s),selectionAlert,1,0,64.73800015449524,4pkp2Q5zSMZAK7eGS,3,coopMulti,yellow_4,8,5,KeFzoZMJA8QdqxspA
cK5bFKgBKPiq4oCki,2,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,the rose one with orange tips is best for me,NA,message,2,0,9.501000169754029,y9yxCnw69i4F96LA3,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,2,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,agreed,NA,message,2,0,18.611999992370606,y9yxCnw69i4F96LA3,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,2,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,buttercup is ok for me,NA,message,2,0,38.92600012207031,y9yxCnw69i4F96LA3,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,2,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,ok,NA,message,2,0,41.384999994277955,y9yxCnw69i4F96LA3,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,2,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,NA,Repi selected yellow_7 for 3.67 point(s),selectionAlert,2,0,44.954,y9yxCnw69i4F96LA3,3,coopMulti,yellow_7,3.66666666666667,6,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,2,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,NA,Minu selected yellow_7 for 3.67 point(s),selectionAlert,2,0,47.206000093460084,y9yxCnw69i4F96LA3,3,coopMulti,yellow_7,3.66666666666667,6,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,2,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,NA,Laju selected yellow_10 for 3.67 point(s),selectionAlert,2,0,49.183000091552735,y9yxCnw69i4F96LA3,3,coopMulti,yellow_10,3.66666666666667,7,KeFzoZMJA8QdqxspA
cK5bFKgBKPiq4oCki,3,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,the big cluster of flowers with the orange in the middle is best for me,NA,message,3,0,17.432000137329098,D2zbHDtsusrEySyqd,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,3,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,sounds good,NA,message,3,0,35.637999988555904,D2zbHDtsusrEySyqd,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,3,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,droopy iris flower for me,NA,message,3,0,36.782000041961666,D2zbHDtsusrEySyqd,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,3,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,which one for you minu,NA,message,3,0,47.83700010871887,D2zbHDtsusrEySyqd,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,3,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,droopy one,NA,message,3,0,62.233000017166134,D2zbHDtsusrEySyqd,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,3,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,NA,Minu selected yellow_11 for 9.33 point(s),selectionAlert,3,0,78.401,D2zbHDtsusrEySyqd,3,coopMulti,yellow_11,9.33333333333333,8,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,3,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,NA,Laju selected yellow_4 for 9.33 point(s),selectionAlert,3,0,79.07000014877319,D2zbHDtsusrEySyqd,3,coopMulti,yellow_4,9.33333333333333,11,KeFzoZMJA8QdqxspA
cK5bFKgBKPiq4oCki,3,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,NA,Repi selected yellow_9 for 9.33 point(s),selectionAlert,3,0,82.4780001411438,D2zbHDtsusrEySyqd,3,coopMulti,yellow_9,9.33333333333333,9,8764R4gkq9ZG4mYvr
cK5bFKgBKPiq4oCki,4,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,orange tips one looks good for me,NA,message,4,0,13.641999942779542,pRFZmv87ZdMPFXQ2G,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,4,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,daffodil is good for me,NA,message,4,0,17.85399983596802,pRFZmv87ZdMPFXQ2G,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,4,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,NA,Laju selected yellow_2 for 8.67 point(s),selectionAlert,4,0,35.957,pRFZmv87ZdMPFXQ2G,3,coopMulti,yellow_2,8.66666666666667,9,KeFzoZMJA8QdqxspA
cK5bFKgBKPiq4oCki,4,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,NA,Repi selected yellow_9 for 8.67 point(s),selectionAlert,4,0,41.238999826431275,pRFZmv87ZdMPFXQ2G,3,coopMulti,yellow_9,8.66666666666667,12,KeFzoZMJA8QdqxspA
cK5bFKgBKPiq4oCki,4,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,NA,Minu selected yellow_1 for 8.67 point(s),selectionAlert,4,0,43.87699983787537,pRFZmv87ZdMPFXQ2G,3,coopMulti,yellow_1,8.66666666666667,5,8764R4gkq9ZG4mYvr
cK5bFKgBKPiq4oCki,5,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,droopy iris is good for me,NA,message,5,0,16.11700001144409,FHw7LvBy6rT4Fc5Lr,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,5,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,there's a sunflower looking one that's good for me,NA,message,5,0,17.32999983215332,FHw7LvBy6rT4Fc5Lr,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,5,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,doopy one for me,NA,message,5,0,26.63299980545044,FHw7LvBy6rT4Fc5Lr,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,5,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,NA,Minu selected yellow_11 for 7.67 point(s),selectionAlert,5,0,29.41999998474121,FHw7LvBy6rT4Fc5Lr,3,coopMulti,yellow_11,7.66666666666667,10,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,5,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,NA,Laju selected yellow_3 for 7.67 point(s),selectionAlert,5,0,29.104,FHw7LvBy6rT4Fc5Lr,3,coopMulti,yellow_3,7.66666666666667,6,KeFzoZMJA8QdqxspA
cK5bFKgBKPiq4oCki,5,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,NA,Repi selected yellow_4 for 7.67 point(s),selectionAlert,5,0,36.47799983406067,FHw7LvBy6rT4Fc5Lr,3,coopMulti,yellow_4,7.66666666666667,7,8764R4gkq9ZG4mYvr
cK5bFKgBKPiq4oCki,6,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,dandelions are best for me,NA,message,0,1,12.21499998855591,NXRACjRZ9AwvtCHB2,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,6,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,all yelloow rose for me,NA,message,0,1,25.94100005912781,NXRACjRZ9AwvtCHB2,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,6,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,droopy for me,NA,message,0,1,35.218000009536745,NXRACjRZ9AwvtCHB2,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,6,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,NA,Minu selected yellow_11 for 9.33 point(s),selectionAlert,0,1,36.55300004768372,NXRACjRZ9AwvtCHB2,3,coopMulti,yellow_11,9.33333333333333,7,KeFzoZMJA8QdqxspA
cK5bFKgBKPiq4oCki,6,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,NA,Laju selected yellow_5 for 9.33 point(s),selectionAlert,0,1,35.353,NXRACjRZ9AwvtCHB2,3,coopMulti,yellow_5,9.33333333333333,12,8764R4gkq9ZG4mYvr
cK5bFKgBKPiq4oCki,6,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,NA,Repi selected yellow_12 for 9.33 point(s),selectionAlert,0,1,37.78099997329712,NXRACjRZ9AwvtCHB2,3,coopMulti,yellow_12,9.33333333333333,9,KeFzoZMJA8QdqxspA
cK5bFKgBKPiq4oCki,7,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,droopy is best for me,NA,message,1,1,3.735999937057496,sari2NjLRMXGN34jY,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,7,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,the bunch one looks good for me,NA,message,1,1,22.17900001525879,sari2NjLRMXGN34jY,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,7,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,cluster flower with  orange centres,NA,message,1,1,22.36399995803833,sari2NjLRMXGN34jY,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,7,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,NA,Laju selected yellow_11 for 8 point(s),selectionAlert,1,1,24.37,sari2NjLRMXGN34jY,3,coopMulti,yellow_11,8,10,8764R4gkq9ZG4mYvr
cK5bFKgBKPiq4oCki,7,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,NA,Minu selected yellow_4 for 8 point(s),selectionAlert,1,1,33.77799999237061,sari2NjLRMXGN34jY,3,coopMulti,yellow_4,8,8,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,7,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,I'll change,NA,message,1,1,34.084999914169316,sari2NjLRMXGN34jY,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,7,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,NA,Repi selected yellow_12 for 8 point(s),selectionAlert,1,1,40.82499992370606,sari2NjLRMXGN34jY,3,coopMulti,yellow_12,8,6,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,8,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,sunflower one is best for me,NA,message,2,1,4.225999917984009,cYf3DSypERNGMcfBD,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,8,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,daffodil trumpet,NA,message,2,1,16.62600001335144,cYf3DSypERNGMcfBD,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,8,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,the rose for me,NA,message,2,1,27.382999982833862,cYf3DSypERNGMcfBD,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,8,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,NA,Laju selected yellow_3 for 6.67 point(s),selectionAlert,2,1,27.59,cYf3DSypERNGMcfBD,3,coopMulti,yellow_3,6.66666666666667,8,KeFzoZMJA8QdqxspA
cK5bFKgBKPiq4oCki,8,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,NA,Repi selected yellow_9 for 6.67 point(s),selectionAlert,2,1,29.578999843597412,cYf3DSypERNGMcfBD,3,coopMulti,yellow_9,6.66666666666667,10,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,8,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,NA,Minu selected yellow_8 for 6.67 point(s),selectionAlert,2,1,30.52999981880188,cYf3DSypERNGMcfBD,3,coopMulti,yellow_8,6.66666666666667,2,8764R4gkq9ZG4mYvr
cK5bFKgBKPiq4oCki,9,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,sunflower,NA,message,3,1,6.405999855041504,8eoAWufpSrJaPfmef,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,9,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,dandelions again for me,NA,message,3,1,5.414999917984009,8eoAWufpSrJaPfmef,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,9,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,red/orange centre,NA,message,3,1,26.11299987220764,8eoAWufpSrJaPfmef,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,9,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,NA,Repi selected yellow_2 for 7 point(s),selectionAlert,3,1,27.904,8eoAWufpSrJaPfmef,3,coopMulti,yellow_2,7,3,8764R4gkq9ZG4mYvr
cK5bFKgBKPiq4oCki,9,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,NA,Laju selected yellow_5 for 7 point(s),selectionAlert,3,1,28.98799987220764,8eoAWufpSrJaPfmef,3,coopMulti,yellow_5,7,10,KeFzoZMJA8QdqxspA
cK5bFKgBKPiq4oCki,9,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,NA,Minu selected yellow_3 for 7 point(s),selectionAlert,3,1,32.76999993705749,8eoAWufpSrJaPfmef,3,coopMulti,yellow_3,7,8,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,10,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,dandelions again\,NA,message,4,1,2.4359998931884768,RbTQPZFn9Z2SwnPCo,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,10,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,droopy one,NA,message,4,1,6.000999950408936,RbTQPZFn9Z2SwnPCo,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,10,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,cluster,NA,message,4,1,15.52099993133545,RbTQPZFn9Z2SwnPCo,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,10,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,NA,Laju selected yellow_5 for 8.33 point(s),selectionAlert,4,1,15.724,RbTQPZFn9Z2SwnPCo,3,coopMulti,yellow_5,8.33333333333333,9,8764R4gkq9ZG4mYvr
