roundId,index,stageIds,gameId,createdAt,blinded,label,location,utility,utility_image,repNum,blockNum,trialNum,numPlayers
uCsR4iMcR5hAyJjj9,0,"nPfjxbQoYYzqJNpHC,v2T43Jkjpi6TsYF2u",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,ibLuXBkRAXPSqC7y6,red_1,/experiment/red_similar/image_00757.jpg,3,/experiment/prop_bars/3.png,0,0,0,3
uCsR4iMcR5hAyJjj9,0,"nPfjxbQoYYzqJNpHC,v2T43Jkjpi6TsYF2u",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,Y7BwxwRbxbP6Rh8X2,red_4,/experiment/red_similar/image_02269.jpg,6,/experiment/prop_bars/6.png,0,0,0,3
uCsR4iMcR5hAyJjj9,0,"nPfjxbQoYYzqJNpHC,v2T43Jkjpi6TsYF2u",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,ibLuXBkRAXPSqC7y6,red_5,/experiment/red_similar/image_02561.jpg,5,/experiment/prop_bars/5.png,0,0,0,3
uCsR4iMcR5hAyJjj9,0,"nPfjxbQoYYzqJNpHC,v2T43Jkjpi6TsYF2u",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,Y7BwxwRbxbP6Rh8X2,red_6,/experiment/red_similar/image_03162.jpg,10,/experiment/prop_bars/10.png,0,0,0,3
uCsR4iMcR5hAyJjj9,0,"nPfjxbQoYYzqJNpHC,v2T43Jkjpi6TsYF2u",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,9MoiLRqn7HPwSqgrR,red_7,/experiment/red_similar/image_04769.jpg,9,/experiment/prop_bars/9.png,0,0,0,3
uCsR4iMcR5hAyJjj9,0,"nPfjxbQoYYzqJNpHC,v2T43Jkjpi6TsYF2u",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,9MoiLRqn7HPwSqgrR,red_8,/experiment/red_similar/image_06490.jpg,7,/experiment/prop_bars/7.png,0,0,0,3
zbLnEnPRstTafavk3,1,"6fHnoFY6E3R82fDvp,AcWw2fvgqz98nDmwT",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,9MoiLRqn7HPwSqgrR,red_11,/experiment/red_similar/image_07641.jpg,2,/experiment/prop_bars/2.png,1,0,1,3
zbLnEnPRstTafavk3,1,"6fHnoFY6E3R82fDvp,AcWw2fvgqz98nDmwT",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,Y7BwxwRbxbP6Rh8X2,red_12,/experiment/red_similar/image_07931.jpg,6,/experiment/prop_bars/6.png,1,0,1,3
zbLnEnPRstTafavk3,1,"6fHnoFY6E3R82fDvp,AcWw2fvgqz98nDmwT",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,9MoiLRqn7HPwSqgrR,red_3,/experiment/red_similar/image_01973.jpg,3,/experiment/prop_bars/3.png,1,0,1,3
zbLnEnPRstTafavk3,1,"6fHnoFY6E3R82fDvp,AcWw2fvgqz98nDmwT",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,ibLuXBkRAXPSqC7y6,red_6,/experiment/red_similar/image_03162.jpg,11,/experiment/prop_bars/11.png,1,0,1,3
zbLnEnPRstTafavk3,1,"6fHnoFY6E3R82fDvp,AcWw2fvgqz98nDmwT",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,Y7BwxwRbxbP6Rh8X2,red_8,/experiment/red_similar/image_06490.jpg,7,/experiment/prop_bars/7.png,1,0,1,3
zbLnEnPRstTafavk3,1,"6fHnoFY6E3R82fDvp,AcWw2fvgqz98nDmwT",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,ibLuXBkRAXPSqC7y6,red_9,/experiment/red_similar/image_06787.jpg,4,/experiment/prop_bars/4.png,1,0,1,3
gSFY27zzQxgHG8B3R,2,"pmozPvEkogtbtM8eC,Sd4rD9YaaKuNpRb77",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,Y7BwxwRbxbP6Rh8X2,red_10,/experiment/red_similar/image_06859.jpg,5,/experiment/prop_bars/5.png,2,0,2,3
gSFY27zzQxgHG8B3R,2,"pmozPvEkogtbtM8eC,Sd4rD9YaaKuNpRb77",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,ibLuXBkRAXPSqC7y6,red_2,/experiment/red_similar/image_01583.jpg,9,/experiment/prop_bars/9.png,2,0,2,3
gSFY27zzQxgHG8B3R,2,"pmozPvEkogtbtM8eC,Sd4rD9YaaKuNpRb77",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,9MoiLRqn7HPwSqgrR,red_4,/experiment/red_similar/image_02269.jpg,8,/experiment/prop_bars/8.png,2,0,2,3
gSFY27zzQxgHG8B3R,2,"pmozPvEkogtbtM8eC,Sd4rD9YaaKuNpRb77",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,Y7BwxwRbxbP6Rh8X2,red_6,/experiment/red_similar/image_03162.jpg,10,/experiment/prop_bars/10.png,2,0,2,3
gSFY27zzQxgHG8B3R,2,"pmozPvEkogtbtM8eC,Sd4rD9YaaKuNpRb77",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,9MoiLRqn7HPwSqgrR,red_8,/experiment/red_similar/image_06490.jpg,2,/experiment/prop_bars/2.png,2,0,2,3
gSFY27zzQxgHG8B3R,2,"pmozPvEkogtbtM8eC,Sd4rD9YaaKuNpRb77",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,ibLuXBkRAXPSqC7y6,red_9,/experiment/red_similar/image_06787.jpg,1,/experiment/prop_bars/1.png,2,0,2,3
sJs8ptj3wnxbNyX4s,3,"mkrmHr5KqeQ7yb2h8,Eq83qowp34GABkQKP",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,ibLuXBkRAXPSqC7y6,red_1,/experiment/red_similar/image_00757.jpg,3,/experiment/prop_bars/3.png,3,0,3,3
sJs8ptj3wnxbNyX4s,3,"mkrmHr5KqeQ7yb2h8,Eq83qowp34GABkQKP",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,Y7BwxwRbxbP6Rh8X2,red_12,/experiment/red_similar/image_07931.jpg,11,/experiment/prop_bars/11.png,3,0,3,3
sJs8ptj3wnxbNyX4s,3,"mkrmHr5KqeQ7yb2h8,Eq83qowp34GABkQKP",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,9MoiLRqn7HPwSqgrR,red_2,/experiment/red_similar/image_01583.jpg,5,/experiment/prop_bars/5.png,3,0,3,3
sJs8ptj3wnxbNyX4s,3,"mkrmHr5KqeQ7yb2h8,Eq83qowp34GABkQKP",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,ibLuXBkRAXPSqC7y6,red_3,/experiment/red_similar/image_01973.jpg,6,/experiment/prop_bars/6.png,3,0,3,3
sJs8ptj3wnxbNyX4s,3,"mkrmHr5KqeQ7yb2h8,Eq83qowp34GABkQKP",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,9MoiLRqn7HPwSqgrR,red_6,/experiment/red_similar/image_03162.jpg,4,/experiment/prop_bars/4.png,3,0,3,3
sJs8ptj3wnxbNyX4s,3,"mkrmHr5KqeQ7yb2h8,Eq83qowp34GABkQKP",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,Y7BwxwRbxbP6Rh8X2,red_7,/experiment/red_similar/image_04769.jpg,1,/experiment/prop_bars/1.png,3,0,3,3
pRJb2E2H2a2DeSMTZ,4,"jcJxPBxEZnkcQ4Esu,GMpftBYRNW6nb7obo",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,9MoiLRqn7HPwSqgrR,red_12,/experiment/red_similar/image_07931.jpg,6,/experiment/prop_bars/6.png,4,0,4,3
pRJb2E2H2a2DeSMTZ,4,"jcJxPBxEZnkcQ4Esu,GMpftBYRNW6nb7obo",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,ibLuXBkRAXPSqC7y6,red_2,/experiment/red_similar/image_01583.jpg,1,/experiment/prop_bars/1.png,4,0,4,3
pRJb2E2H2a2DeSMTZ,4,"jcJxPBxEZnkcQ4Esu,GMpftBYRNW6nb7obo",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,ibLuXBkRAXPSqC7y6,red_4,/experiment/red_similar/image_02269.jpg,9,/experiment/prop_bars/9.png,4,0,4,3
pRJb2E2H2a2DeSMTZ,4,"jcJxPBxEZnkcQ4Esu,GMpftBYRNW6nb7obo",hJKEAjqtPge8wn37L,2021-08-20T17:15:16Z,9MoiLRqn7HPwSqgrR,red_6,/experiment/red_similar/image_03162.jpg,12,/experiment/prop_bars/12.png,4,0,4,3
