playerId,correctness,human,workedWell,fair,chatUseful,feedback,time
WjfNL6QovY7HP3RoM,yes,yes,agree,I think it was relatively fair. I think some of the unknown plants should have been higher than the daisys.,NA,n/a,Yes definitely.
ph3jbF9KXu4EvgzjJ,yes,yes,disagree,Yes,NA,No,Yes plenty of time
LTvCaj4BhMws6MSQL,yes,yes,neutral,YES,NA,NO -- THIS STUDY WAS ACTUALLY REALLY FUN,YES
zmPtgNPtx73XMyCQf,yes,yes,disagree,"Yes, the pay was fair for the work involved with playing the game.",NA,No problems. Thanks and best of luck with your research.,The amount of time allotted was plenty for each round.
5spsciHvJWK9Ce7aG,yes,yes,neutral,it was okay,NA,I didn't understand the strategy very well,yes
c5kxnbQPFNfBQHf7a,yes,yes,disagree,Yes I felt it was fair,NA,No,I felt like I had a lot of time
jfcNgFomXZXzLQRBe,yes,yes,neutral,Yes,NA,No,Yes
7rnuZWGmiFrLQct4J,yes,yes,agree,"Yes, it was absolutely fair.",NA,There was one point that nothing loaded and I had to refresh but that is it.,"Yes, I did."
44NPsFeeBd4vCXTKd,yes,no,agree,Yes,NA,I enjoyed it!,No
Kr4qHukT5FG3G2xb2,yes,yes,disagree,Yes.,NA,NA,Yes.
8zn83WbR6AuaGsfH4,yes,yes,agree,"Yes, I felt the pay was fair",NA,I thought everything went smoothly,"Yes, I felt I had plenty of time for each round"
oohs6BwF7DckyHYRj,yes,no,agree,Yes but I did expect the task to be longer. I thought the game would go on for another 10 minutes or so.,NA,The game finished a lot sooner than I expected. I enjoyed the game but thought there might be more rounds than there were. It finished very quickly.,Yes a lot of time considering there are only 6 flowers and the flower options don't change. Luckily the other contestants (or computers) always answered quickly so we didn't wait too long.
a2q3a5NZ2YSdAoQgG,yes,yes,neutral,Yes,NA,No,Yes
9MoiLRqn7HPwSqgrR,yes,yes,agree,Yesa,NA,No,Yes
DsmzPsys378ouAig3,yes,yes,neutral,i didnt get to play,NA,didnt get to play,i didnt get to play
ibLuXBkRAXPSqC7y6,yes,no,neutral,Yes,NA,No,Yes
Y7BwxwRbxbP6Rh8X2,yes,yes,stronglyAgree,yes,NA,no,yes
Mb8ADEEmP3ZmxxkvW,no,no,neutral,Yes,NA,Didn't have enough time to enter,No
AuDmJeBi8t7fuKPx7,yes,no,neutral,Yes,NA,No,Yes
3anrrcdtZ5d4PyStT,yes,yes,agree,Yes.,NA,No.,Yes.
Z4kfRmvwLM6cr47LT,yes,yes,agree,Somehow,NA,No,Yes
SCnLaRWo7fh37cMg6,yes,no,neutral,It says on the survey that its £4.80 per hour but not sure it took 45 mins.,NA,Half way through the page went white and didn't load the next round - I refreshed the page and it continued on as normal.,Yes
aMMzXKuy8u6TmtYrN,yes,yes,stronglyAgree,"I do, thank you",NA,No problems :) was a lot of fun,I did
Pi9atkCehFgDr8aYN,yes,no,neutral,yes it was fine,NA,none at all,lenty of time
HwoMovMdHJmbAckv9,yes,yes,stronglyDisagree,I do. I see the potential bonus could have been great but sadly someone disconnected.,NA,"I had some issues right away. The screen seemed to keep refreshing and then on one round it just went blank. I had to open the study in a new window to continue, then someone else quit. I think they may have had the same problem and not known to try opening it in a new window.",Yes
rdy8pn4MpwgznGpRK,yes,no,neutral,yes,NA,no,yes
aGof5GaMDuQM25xSc,yes,yes,agree,Yes i do,NA,The study glitched a bit and loading times lagged.,Yes more than enough time
rJfqdnPq2hfdwWdLL,yes,yes,agree,yes,NA,n/a,yes
68Tew82Qq7SXmNPZT,yes,yes,neutral,sure didnt see nothing wrong with the game and how it worked,NA,no,yes
aGBRxJQY2FY2k3vvR,yes,yes,neutral,Yes due to our groups performance not being the best.,NA,NA,"Plenty of time, if not too much."
JvGLovcH3Aa4yGbQQ,yes,yes,agree,Yes,NA,No,Yes
3wbhiiwAHAxz8z5EL,yes,yes,neutral,"Yes, I wish I got to play the game.",NA,None.,"Yes, shouldn't have taken too long to chose a flower."
F9bv4zMkmYKaXyf9N,yes,no,neutral,NA,NA,NA,NA
GjboTxjwCnTi4WEWM,yes,yes,disagree,Absolutely,NA,Thanks for letting me do it,Plenty of time
GcddPKwivL4JFWX6r,yes,yes,agree,Yes.,NA,No.,Yes.
Q9bESc8hgPYqnzx2v,yes,yes,agree,Yes,NA,No,Yes
ysMH6WmAmuTADCu5b,yes,yes,neutral,IT SEEMS FAIRLY EVEN,NA,NO,YES
AAKp4BwY6iiD2nkBF,no,yes,neutral,Yes,NA,No issues.,Yes.
WFjQ5udMzgWg34aWz,yes,yes,neutral,yes,NA,no,yes
LobtN9LAFzJDcwYX3,yes,yes,agree,"Yes, feel it was a game of luck",NA,Page would often refresh when instructions were given and would take you back to the top of the page.,Yes plenty of time
CS4GSXSEz58nvL3i7,yes,yes,neutral,Yes.,NA,No.,Yes.
Jm4BKLLPKhhmWfeGh,yes,yes,agree,Yes,NA,Not really,Yes almost too much
3ASftqExPSXeJJA23,yes,no,neutral,"I feel it was relatively random, so yes.",NA,No.,Yes.
eWmchrWjpfx42wxKm,yes,yes,neutral,it was quite fair yes,NA,no,yes i had plenty of time
YRXAcJsKMD4NrXF4h,yes,no,neutral,I guess I would say that the pay was fair based on the instructions we were given,NA,My screen did not load for one of the games and I had to reload the page. I wasn't sure that it would even reload and was worried I was kicked out of the study. I also don't think it is great to tell participants that the first people to complete the instructions and quiz will be accepted into the study because people are then more likely to rush through the instructions.,"No, I felt that the rounds went rather quickly and was not prepared for them to be so fast."
Pk2f6o9n4Pfqbuf6G,yes,yes,neutral,Yes,NA,"No problems but I am a UK citizen, so it's no use putting 'US' before 'bachelors degree' - I have a BA so I ticked that, but it is a UK degree",Plenty - don't need lots of time when you can't 'see' what the other people are doing...
DSWYfiXRWqEQM8SwB,yes,yes,agree,yes,NA,page refreshes sometimes,yes
bCeAhfgRzWT7B5BbC,yes,yes,agree,it was good,yes,no,yes
8mbK2KccBQtjdN6C8,yes,yes,neutral,yes,everything,no,yes
Z2joquDWbEZGqQbBg,yes,yes,agree,yes,yes,NA,yes
hMLMoqLmXm5BtnLBG,yes,yes,agree,little low,yes,no,yes
QxEW5vPLSHZusyB8n,yes,yes,stronglyAgree,Yes,Yes,No,Yes
KeFzoZMJA8QdqxspA,yes,yes,agree,yes,yes very easy,none,more than enough
8764R4gkq9ZG4mYvr,yes,yes,agree,Yes,Easy,no,lots of time for a single choice.
jFnzAztiZ2gwwgrJB,yes,yes,stronglyAgree,Yes. Extremely fair and made the game more competitive in a fun way.,"Yes, it was very easy to use",I didn't have any problems or notice any. Everybody was respectful and made the game fun. I loved the game. I wanted everyone to win. I didn't feel in competition with my teammates. I felt like we were a family. I loved how we all made the same amount of money. My only competition was choosing the right flowers  and increasing the bonus. The game kept me engaged and fully devoted to the task.,"Yes, 3 minutes is a ton of time to figure out what you need to do for each round."
KeAqzQRXTWqh9Wg8K,yes,yes,stronglyAgree,yes,yes,no,yes
uzvM9H4SaZkjJqS7r,yes,yes,stronglyAgree,yes,yes,no,yes
STnj48EmzESHXsaxc,yes,no,agree,"maybe, but I didn't understand the variation","yes but a bit fast paced, considering the overall time available",no,too much really
ksdETSxoyrZXB8EcD,yes,no,neutral,NA,NA,NA,NA
eNsoJPZtNwLvt9Exq,yes,yes,agree,"Pay was okay, could have been better",yes it was very easy,well designed study,yes plenty of time
w4t3whuAFaGBKkXMp,yes,yes,stronglyAgree,"Yes, it was fair, since you get bonuses as well.","Yes, it was easy to use and very responsive.",N/A,"Yes, there was plenty of time to plan and discuss."
7Rdbrvw5j2CAP9uLe,yes,yes,stronglyAgree,yes,yes,no,yes
KQF4JfERugqG4xhYF,yes,no,stronglyAgree,yes,yes,no,yes
TXFemmt8We9hkStPZ,yes,yes,agree,yes,yes,no,yes
PrTqtFJxb5XNpMz3m,yes,yes,stronglyAgree,"Yes I do, it was a fair amount that we all got equally between us and an added bonus always makes it more fun.","Very, It felt like I was talking to friends or close companions. It was simple to follow and use.","Not at all - it was fun, co operative and easy to follow.","Yes, there was plenty of time left over by the time we had all chosen our flowers. I didnt feel pressured at all."
xjWrugqWADtEmWpmW,yes,yes,agree,NA,NA,NA,NA
er6JTT2p5aFyysGgr,yes,no,neutral,yes,i didnt use it,no,yes
fDvXr77XHxwT47ReF,yes,no,neutral,"I am totally unsure.  After reading that I had 3 minutes to make a choice of flower, I made a choice quick then was told to choose another but before I had time to do that I was exited for just a standard payment (whatever that is).",Did not have the opportunity to try it before I was 'exited',"See my earlier response above.  Was told one thing, then was 'exited' before I could properly complete.",Certainly not (see above)
vwgvyEGGMkG8JYz4g,yes,yes,neutral,Yes,Yes,No.,It was a little rushed so sometimes I felt I couldn’t make the right decision.
FNp7mmj4Gnw9dKQYA,yes,no,agree,Yes I believe the pay was fair.,Yes I believe the in-game chat feature was easy to use.,There were no issues throughout the study. Directions were clear and easy to understand.,Yes I feel like the rounds were timed well.
kFBNwfaZ6ustM94f5,yes,yes,agree,Yes,"Yes, however I did not use it because no one else was chatting on it so I assumed they preferred not to chat.",None.,Yes
4TKPzjWWBDqSrgQak,yes,no,neutral,yes,we did not utilize it,N/A,yes
gAtBeu3sqYZYGJEBf,yes,yes,neutral,Yes I did.,I didn’t use the chat.,No problems,Yes more than enough.
RdyiZNfyB53soiLti,yes,yes,agree,"Yes, I do.",Very easy!,N/A,"I think so, but I think we rushed a bit."
8DGdB8rRq2CktL7Lu,yes,yes,agree,Yes,Yes,No,Yes
S8CRvmubssY3QNvAR,yes,yes,stronglyAgree,"I think so,",yes,no,it felt rushed to type a choice
SasQ7iFPBxbAGtE4k,yes,no,neutral,N/A,N/A,no,No
YFnDsBjq4MDDpkJc5,yes,yes,agree,yes,yes,no,yes
QYuNi6EzQk9BHnAHG,yes,no,disagree,Yes,Yes,No,Yes
ZKkEAbgfAEXvyyQGH,yes,yes,stronglyAgree,yes,yes,it was fun and nice to develop a strategy without even knowing the other participants,yes
AoPLhiH2M3gHw7i7b,yes,yes,stronglyAgree,The pay I would say is fair.,"yes, no problems using the chat.",no.,yes.
ozihe3CWuyQvnDntf,yes,yes,agree,Yes,It was quite easy,No,"Yes, I felt I needed to be quicker if anything"
CebDfd2Pss9YaKsAW,yes,yes,agree,Yes,Yes I found it very easy to use,No,"Yes, most of the time. There were a couple of rounds where I would have liked a bit more time."
