row_id,index,stageIds,gameId,createdAt,context,repNum,blockNum,trialNum,numPlayers,text,playerId,type,submitted
NZ8k7w55dfbPWjpyx,0,"yjpFTCJCKKtLmRTYe,DShHxwzkDpooQv9KT",rtnDKeowXkSmYzi2R,2021-06-01T16:16:50Z,"{""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""Ranoktc7EobeyQgzA""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""Ranoktc7EobeyQgzA""}}",0,0,0,3,Hey guys,A5wDcqbHDfd2qH6jn,message,FALSE
NZ8k7w55dfbPWjpyx,0,"yjpFTCJCKKtLmRTYe,DShHxwzkDpooQv9KT",rtnDKeowXkSmYzi2R,2021-06-01T16:16:50Z,"{""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""Ranoktc7EobeyQgzA""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""Ranoktc7EobeyQgzA""}}",0,0,0,3,Hi!,Ranoktc7EobeyQgzA,message,FALSE
NZ8k7w55dfbPWjpyx,0,"yjpFTCJCKKtLmRTYe,DShHxwzkDpooQv9KT",rtnDKeowXkSmYzi2R,2021-06-01T16:16:50Z,"{""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""Ranoktc7EobeyQgzA""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""Ranoktc7EobeyQgzA""}}",0,0,0,3,hey team,HmnoMqJaevZB3nnrp,message,FALSE
NZ8k7w55dfbPWjpyx,0,"yjpFTCJCKKtLmRTYe,DShHxwzkDpooQv9KT",rtnDKeowXkSmYzi2R,2021-06-01T16:16:50Z,"{""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""Ranoktc7EobeyQgzA""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""Ranoktc7EobeyQgzA""}}",0,0,0,3,lets get to it!,Ranoktc7EobeyQgzA,message,FALSE
NZ8k7w55dfbPWjpyx,0,"yjpFTCJCKKtLmRTYe,DShHxwzkDpooQv9KT",rtnDKeowXkSmYzi2R,2021-06-01T16:16:50Z,"{""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""Ranoktc7EobeyQgzA""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""Ranoktc7EobeyQgzA""}}",0,0,0,3,So what flower is worth the most for everyone,A5wDcqbHDfd2qH6jn,message,FALSE
NZ8k7w55dfbPWjpyx,0,"yjpFTCJCKKtLmRTYe,DShHxwzkDpooQv9KT",rtnDKeowXkSmYzi2R,2021-06-01T16:16:50Z,"{""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""Ranoktc7EobeyQgzA""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""Ranoktc7EobeyQgzA""}}",0,0,0,3,Mine is the pink ball looking one,A5wDcqbHDfd2qH6jn,message,FALSE
NZ8k7w55dfbPWjpyx,0,"yjpFTCJCKKtLmRTYe,DShHxwzkDpooQv9KT",rtnDKeowXkSmYzi2R,2021-06-01T16:16:50Z,"{""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""Ranoktc7EobeyQgzA""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""Ranoktc7EobeyQgzA""}}",0,0,0,3,kinda looks like a sea urchin,A5wDcqbHDfd2qH6jn,message,FALSE
NZ8k7w55dfbPWjpyx,0,"yjpFTCJCKKtLmRTYe,DShHxwzkDpooQv9KT",rtnDKeowXkSmYzi2R,2021-06-01T16:16:50Z,"{""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""Ranoktc7EobeyQgzA""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""Ranoktc7EobeyQgzA""}}",0,0,0,3,For me it is the purple one with the dark pink at the bottom,Ranoktc7EobeyQgzA,message,FALSE
NZ8k7w55dfbPWjpyx,0,"yjpFTCJCKKtLmRTYe,DShHxwzkDpooQv9KT",rtnDKeowXkSmYzi2R,2021-06-01T16:16:50Z,"{""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""Ranoktc7EobeyQgzA""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""Ranoktc7EobeyQgzA""}}",0,0,0,3,pink round with lots of 'spines',HmnoMqJaevZB3nnrp,message,FALSE
NZ8k7w55dfbPWjpyx,0,"yjpFTCJCKKtLmRTYe,DShHxwzkDpooQv9KT",rtnDKeowXkSmYzi2R,2021-06-01T16:16:50Z,"{""purple_2"":{""label"":""purple_2"",""location"":""/experiment/purple_similar/image_01664.jpg"",""utility"":6,""utility_image"":""/experiment/prop_bars/6.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_1"":{""label"":""purple_1"",""location"":""/experiment/purple_similar/image_00450.jpg"",""utility"":10,""utility_image"":""/experiment/prop_bars/10.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_7"":{""label"":""purple_7"",""location"":""/experiment/purple_similar/image_05355.jpg"",""utility"":9,""utility_image"":""/experiment/prop_bars/9.png"",""blinded"":""Ranoktc7EobeyQgzA""},""purple_12"":{""label"":""purple_12"",""location"":""/experiment/purple_similar/image_07752.jpg"",""utility"":5,""utility_image"":""/experiment/prop_bars/5.png"",""blinded"":""A5wDcqbHDfd2qH6jn""},""purple_6"":{""label"":""purple_6"",""location"":""/experiment/purple_similar/image_04700.jpg"",""utility"":8,""utility_image"":""/experiment/prop_bars/8.png"",""blinded"":""HmnoMqJaevZB3nnrp""},""purple_4"":{""label"":""purple_4"",""location"":""/experiment/purple_similar/image_04133.jpg"",""utility"":11,""utility_image"":""/experiment/prop_bars/11.png"",""blinded"":""Ranoktc7EobeyQgzA""}}",0,0,0,3,i think thats the same for both of us!,HmnoMqJaevZB3nnrp,message,FALSE
